designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_visibility_periods_used,rv_chisq_pvalue,rv_time_duration,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 4054222731116356352,4054222731116356352,265.07585221588175,-32.235043866592626,0.9398841217836289,-5.236044482328509,-6.277107200134758,1.0543846,19.356203,21.935507,17.821163,4.1143436,2.5793037,1.5350399,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731116357632,4054222731116357632,265.0823172462833,-32.23803516007375,0.036800526060693485,-4.935909500883904,1.2913711222570057,1.2574049,17.47908,21.762756,15.7060175,6.056739,4.283676,1.7730627,,,,,,,VARIABLE,0,true,false,false,true,false,false,true,3849.4395,0.144,-1.18,8841.856,9.9999,5.8852,3.4674
Gaia DR3 4054222731116358528,4054222731116358528,265.07595158444417,-32.23035162722217,0.6723365038014404,-7.3483711614444385,-1.784963846887281,1.1411988,19.588558,22.753286,17.911346,4.84194,3.1647282,1.6772118,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731121031296,4054222731121031296,265.0741989655127,-32.230139587934985,0.4495798595402986,-0.13890659430386076,-2.3174845521737413,1.1997818,20.143219,22.164099,18.518656,3.645443,2.0208797,1.6245632,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731121033088,4054222731121033088,265.0765823972586,-32.22494633777281,-0.25946934537298777,-2.37829581243551,-4.531012969252597,1.105152,20.024122,21.455956,18.268265,3.1876907,1.4318333,1.7558575,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731121033216,4054222731121033216,265.0768816467951,-32.231703090356106,1.2971394526736777,-4.308845365730359,-2.7930441749257713,1.0902059,20.189054,21.125992,18.351728,2.7742634,0.93693733,1.837326,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731121033984,4054222731121033984,265.0778156212848,-32.232964453969814,-0.2571706875811005,-5.658485567391484,-3.246623131913279,1.1091219,19.268135,20.9868,17.722034,3.2647648,1.7186642,1.5461006,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731121034624,4054222731121034624,265.0794007544082,-32.24203047242301,,,,,20.714867,21.539396,19.15869,2.3807068,0.82452965,1.5561771,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731121035264,4054222731121035264,265.08009433012614,-32.23704224240758,0.7411479566441626,1.3808985003002707,-3.612616692398701,1.0440062,20.152004,21.898159,18.637312,3.260847,1.7461548,1.5146923,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731121035520,4054222731121035520,265.08095891932504,-32.231621034841986,0.007671004068208649,-1.5649708102541866,-1.9442844284613923,0.97956187,20.000906,21.954252,18.609863,3.344389,1.9533463,1.3910427,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731121036160,4054222731121036160,265.0820006695388,-32.23667809448624,-0.19080732166500758,-0.24462154412703263,-6.198127291719516,1.0563079,19.337643,21.723682,17.737112,3.9865704,2.3860397,1.6005306,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731121039872,4054222731121039872,265.08721705885023,-32.23153531537034,,,,,21.192532,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731127516544,4054222731127516544,265.0750464933649,-32.225815405328426,0.5631656278821686,-0.814926201522091,-8.150663317159673,0.952139,18.164978,19.333807,17.118357,2.2154503,1.168829,1.0466213,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4389.1,4.3396,-1.5388,907.8842,2.5076,1.7868,0.9824
Gaia DR3 4054222731127532672,4054222731127532672,265.0770734052866,-32.23393764237555,0.2921526743201406,-1.198863284399037,-4.874260744784738,1.1487156,19.175245,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222731127555840,4054222731127555840,265.08055894388565,-32.2349247107354,,,,,21.051607,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448231808,4054222735448231808,265.0832565389961,-32.239035784458544,0.1755921972286308,0.08101073562624847,-2.402610110556969,1.0043648,19.682047,21.310034,18.545065,2.7649689,1.6279869,1.136982,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448235008,4054222735448235008,265.081234054162,-32.2402575294345,0.02699739295318575,-1.6026489998500293,-1.6048022009075749,1.0779434,19.094032,21.449799,17.614433,3.8353653,2.3557663,1.479599,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448240000,4054222735448240000,265.0799398341055,-32.240162035582806,0.07876496740907958,0.23867043065922808,-3.3515546164336403,1.0272845,19.613693,20.900211,18.453478,2.4467335,1.2865181,1.1602154,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448241408,4054222735448241408,265.0869821001987,-32.23404299893726,,,,,21.0743,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448241536,4054222735448241536,265.0869456905409,-32.23430856764696,0.2649556967555437,-4.005835106825224,-5.783955798498996,1.2516382,19.040953,21.291023,17.237688,4.053335,2.2500706,1.8032646,,,,,,,VARIABLE,0,false,false,false,true,false,false,false,,,,,,,
Gaia DR3 4054222735448243712,4054222735448243712,265.0778585350808,-32.241191688592465,0.7992465559641599,-0.47301860022808007,-0.3580589226809958,1.0272602,18.949831,20.226414,17.762123,2.4642906,1.2765827,1.1877079,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3749.4841,4.3888,-1.9069,512.8448,1.6916,1.1603,0.6323
Gaia DR3 4054222735448256256,4054222735448256256,265.08092660255727,-32.236371355515494,-0.7908503568361989,-9.5921949298708,-3.552185656014066,1.200336,20.407497,21.685219,19.109188,2.5760307,1.2777214,1.2983093,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448259328,4054222735448259328,265.0818573368361,-32.2351335737196,0.13769803915815448,-1.9563234787066748,-1.8843824401045757,1.0793151,19.263102,21.584776,17.792261,3.7925148,2.3216743,1.4708405,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448261504,4054222735448261504,265.08451932377034,-32.23234287119887,0.3759506682609655,-1.054947113930175,-2.9455493214892545,0.9631769,18.847559,21.093172,17.332367,3.7608051,2.245613,1.515192,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4720.203,3.4304,0.3229,849.6302,9.5995,5.9957,3.4232
Gaia DR3 4054222735448270976,4054222735448270976,265.08187016383494,-32.231836395149266,-0.538136248881845,-0.5638795245600048,-2.1365878809886167,1.0527464,20.2562,21.023407,18.5378,2.4856071,0.7672062,1.718401,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448274688,4054222735448274688,265.0778819839524,-32.23393326359031,,,,,19.654018,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448293376,4054222735448293376,265.0819617234572,-32.22636267703158,,,,,20.098938,21.870857,18.18678,3.6840763,1.7719193,1.912157,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448294912,4054222735448294912,265.0777078787254,-32.229407112564196,-0.41344502883734424,-3.886000518460501,-3.4506946232330264,1.0621865,,,18.043667,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448297216,4054222735448297216,265.075545330852,-32.230587229952484,0.13504256274448376,-6.375031535314268,-6.866553931257303,1.2222872,19.962656,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735448314496,4054222735448314496,265.0766888876754,-32.22466384780245,1.945075775867225,-2.1427099861675303,-1.4428728189924733,1.153395,20.722643,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735449175296,4054222735449175296,265.0831728690559,-32.238020165312804,-0.3160718554611819,-3.103334838084169,-10.172007939584237,1.0792245,19.301558,21.951632,17.782696,4.168936,2.650074,1.5188618,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735449175424,4054222735449175424,265.08538307657557,-32.23607797046326,0.8235949166073881,-5.576813774289975,-5.1605311325851355,1.1124142,19.520119,21.612028,17.75363,3.8583984,2.0919094,1.766489,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735449177088,4054222735449177088,265.0860060245566,-32.23354778660015,0.1748377182084354,-8.606015994312026,-5.969624689859503,1.0611424,20.235485,21.135904,18.697643,2.438261,0.90041924,1.5378418,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735449185280,4054222735449185280,265.07698067299697,-32.23202606321426,,,,,21.043741,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735449186432,4054222735449186432,265.0772429376632,-32.22982901918118,1.349296912167089,-1.4097941729048808,-1.3339785511902276,1.023608,19.871672,22.159956,18.78989,3.3700657,2.2882843,1.0817814,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451572096,4054222735451572096,265.07912492170396,-32.23941236343926,,,,,20.66702,22.156372,19.643032,2.51334,1.4893513,1.0239887,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451575808,4054222735451575808,265.08180724131995,-32.23709068218773,,,,,20.680552,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451577216,4054222735451577216,265.08645130027327,-32.23402492171896,,,,,20.622824,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451577600,4054222735451577600,265.0835571241941,-32.23540161453402,,,,,20.865646,21.102207,19.249325,1.8528824,0.23656082,1.6163216,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451579520,4054222735451579520,265.07900083093546,-32.23758078536514,,,,,20.81054,20.352789,20.057283,0.29550552,-0.45775032,0.75325584,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451581952,4054222735451581952,265.0878437323701,-32.23204766878988,,,,,20.997988,20.386732,19.174873,1.2118587,-0.61125565,1.8231144,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451582080,4054222735451582080,265.0783317150157,-32.23731477272522,,,,,20.952131,19.282276,19.443056,-0.16077995,-1.6698551,1.5090752,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451584000,4054222735451584000,265.07525611277265,-32.23766222250126,,,,,21.037115,20.945349,19.597128,1.3482208,-0.09176636,1.4399872,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451585664,4054222735451585664,265.0795359310389,-32.23490368970991,,,,,20.852646,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451586304,4054222735451586304,265.07978420672623,-32.23436434112071,,,,,20.768608,21.465607,19.651403,1.8142033,0.6969986,1.1172047,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451586816,4054222735451586816,265.07885214767765,-32.234698758195044,-0.2304967578436238,0.007159053522504094,-4.700376344187999,1.1644117,20.490839,20.917845,19.283915,1.6339302,0.42700577,1.2069244,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451588480,4054222735451588480,265.07718240953676,-32.235160053612944,,,,,20.839987,20.814594,19.104256,1.7103386,-0.025392532,1.7357311,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451591552,4054222735451591552,265.0728846793859,-32.236533238956596,-1.4221356151695308,-3.279322486624256,-2.5387902361492114,0.9718991,20.35365,21.310095,18.920736,2.3893585,0.9564457,1.4329128,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451595008,4054222735451595008,265.0761055183566,-32.23369420238311,-0.43315226788385897,-1.3498168947979823,-0.847095169334243,1.1434366,20.591455,20.61802,19.5787,1.03932,0.026563644,1.0127563,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451596800,4054222735451596800,265.08215610916903,-32.229686132864444,-0.7887093197786365,2.972785340727076,-0.5661298295594817,1.1028749,20.37181,21.745377,18.840351,2.9050255,1.3735657,1.5314598,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451598592,4054222735451598592,265.0717467732756,-32.23502155691921,,,,,20.696852,21.893457,19.713718,2.179739,1.1966057,0.9831333,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451600000,4054222735451600000,265.0836519777411,-32.22790042817913,,,,,20.458605,21.229715,18.563892,2.665823,0.77111053,1.8947124,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451601024,4054222735451601024,265.07413098373996,-32.23274807525758,,,,,20.73298,21.793562,19.082283,2.711279,1.0605812,1.6506977,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451601408,4054222735451601408,265.07959657212774,-32.229608242271034,2.423155534754384,-1.2638293305728683,-3.662332411783768,0.96115863,20.520578,21.650703,19.30069,2.3500137,1.130125,1.2198887,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451603712,4054222735451603712,265.0799827087718,-32.22867955114059,,,,,20.911303,,19.89882,,,1.0124817,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451604224,4054222735451604224,265.0688791878818,-32.23470190876882,1.5343035717745555,-1.450152322987364,-2.9416709342540295,1.0898013,20.484861,21.747765,19.392391,2.3553734,1.2629032,1.0924702,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451604608,4054222735451604608,265.0828735549987,-32.22690773457431,-0.4291849075792638,-8.125706108659193,-6.516349204438406,1.0213447,20.30471,21.5773,18.94914,2.6281586,1.2725887,1.3555698,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451606400,4054222735451606400,265.07473266146025,-32.23078551146691,1.4110894466018231,-5.8081137419990885,-2.8949031193459964,1.0815321,20.373465,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451607936,4054222735451607936,265.0782834586872,-32.22840834920441,,,,,20.934626,20.466904,19.686222,0.7806816,-0.46772194,1.2484035,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451612160,4054222735451612160,265.08038025321923,-32.225949427433775,1.1728401828830224,-3.739316748783195,-1.7643072209926893,1.1291934,20.525703,21.227404,19.023611,2.2037926,0.7017002,1.5020924,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451614976,4054222735451614976,265.08101786725115,-32.22514256797636,,,,,20.81169,21.512508,19.841595,1.6709137,0.700819,0.9700947,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451615360,4054222735451615360,265.07530152652737,-32.22824469861577,,,,,21.079727,22.9803,20.113602,2.8666992,1.9005737,0.9661255,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451616896,4054222735451616896,265.07081969247287,-32.23000631748461,-0.1462070465260024,8.536685401246153,-3.8042841805177714,0.9688977,20.576515,21.454796,19.428656,2.0261402,0.87828064,1.1478596,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451626240,4054222735451626240,265.0756820804848,-32.225143119491186,1.8163381401195713,-8.010603942835955,-7.485604542870391,1.0859035,20.513933,21.20508,19.324305,1.8807755,0.69114685,1.1896286,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735451627904,4054222735451627904,265.07661757600056,-32.2239597864647,,,,,20.751236,21.393373,19.505152,1.8882217,0.6421375,1.2460842,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735452164224,4054222735452164224,265.08555628964905,-32.234027869812316,,,,,20.741522,19.940308,18.900959,1.0393486,-0.8012142,1.8405628,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735452165120,4054222735452165120,265.07469758669527,-32.239331362873486,,,,,20.771051,21.165611,19.378298,1.7873135,0.39455986,1.3927536,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735452166528,4054222735452166528,265.0826206586582,-32.23293790364025,,,,,20.688986,22.115667,19.389343,2.726324,1.4266815,1.2996426,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735452168832,4054222735452168832,265.075383517116,-32.2322994176824,,,,,20.878218,21.21665,19.291473,1.9251766,0.3384323,1.5867443,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735463796224,4054222735463796224,265.0792943381222,-32.22878365724132,,,,,20.913284,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735465677952,4054222735465677952,265.0811999228619,-32.23508020237106,1.371226489742347,-3.541355203018668,-5.8972454081396535,1.1279141,19.90653,21.127361,18.88458,2.2427807,1.2208309,1.0219498,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222735465693568,4054222735465693568,265.08356337820123,-32.22897966798483,,,,,20.337296,21.334282,18.67556,2.658722,0.9969864,1.6617355,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222765473298176,4054222765473298176,265.0943504239617,-32.23403808281817,0.6568666143056885,-1.1718949519603463,-2.540237031608154,1.5048901,18.052824,19.197546,16.307295,2.8902512,1.144722,1.7455292,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4054222765473304320,4054222765473304320,265.0973075962758,-32.22663460893053,0.6025200793160885,0.4364468461407012,-2.7506473122640154,0.9728279,18.502,19.782732,17.272615,2.5101166,1.2807312,1.2293854,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4583.439,4.7781,-1.1046,518.5716,3.5161,2.4695,1.3628
Gaia DR3 4054222765474342656,4054222765474342656,265.09255419854196,-32.23323599581677,1.2137178465264045,-1.0140157428120224,-3.8903336502462538,1.0999622,18.607811,19.778254,17.540834,2.2374191,1.1704426,1.0669765,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3977.309,4.8764,-1.0907,513.9592,1.9636,1.3616,0.7406
Gaia DR3 4054222765476092032,4054222765476092032,265.1011735794006,-32.239602213598246,-0.23209912972187027,-0.9532396221967021,-2.1171230874056683,1.1854829,18.044874,22.608366,16.245478,6.3628883,4.563492,1.7993965,,,,,,,VARIABLE,0,false,false,false,true,false,false,true,4017.2385,0.2606,-1.0,10393.351,9.9999,5.9701,3.4926
Gaia DR3 4054222765476092544,4054222765476092544,265.09726274930824,-32.23885255261121,0.1490126420453865,-1.7652008123084346,-4.857038026619865,1.0706912,18.872705,21.960072,17.100618,4.859453,3.087366,1.7720871,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3852.562,1.5905,0.6495,4604.0605,9.9981,5.7997,3.5602
Gaia DR3 4054222765476096640,4054222765476096640,265.0957917521469,-32.232079042340246,-0.11017703494027602,-7.575869417606622,-5.705991166367118,1.088767,18.509571,21.783346,16.728067,5.055279,3.273775,1.7815037,,,,,,,VARIABLE,0,false,false,false,true,false,false,false,,,,,,,
Gaia DR3 4054222765476097024,4054222765476097024,265.0947148663905,-32.2302827609377,-0.20454846058970333,-3.653636440004636,-7.341126364188495,1.0319617,19.095312,21.255,17.502884,3.7521152,2.159687,1.5924282,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222765476098944,4054222765476098944,265.1001388132341,-32.225882098939486,-0.13403197392813157,-5.461688757733954,-5.32214574364305,1.3678471,19.127653,21.628487,17.138186,4.490301,2.5008335,1.9894676,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222765480779904,4054222765480779904,265.09059303281344,-32.23387913254075,-0.8191623696299655,-4.269623110604439,-1.6954361573841958,1.1096307,20.148874,21.803667,18.591497,3.2121696,1.6547928,1.5573769,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222765480784640,4054222765480784640,265.09748408944284,-32.237861919229154,0.4897042591642627,-3.3152542938538834,-4.160044661419267,1.1281534,19.916342,22.101452,18.14733,3.9541225,2.18511,1.7690125,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222765480786560,4054222765480786560,265.1002425930071,-32.23495434986133,0.24979642971602872,-0.7402542346926078,-6.573536638429131,1.0899826,20.25022,21.9917,18.646618,3.3450813,1.7414799,1.6036015,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222765480787584,4054222765480787584,265.10126111557776,-32.22781827884094,0.884683950494244,-7.17308040298588,-5.151960818046306,1.0464765,19.691175,21.701273,17.966421,3.7348518,2.0100975,1.7247543,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222765480787840,4054222765480787840,265.1020285529598,-32.22565554062919,-0.28001819613142215,0.0024272697617796213,-2.113009771141423,1.013718,20.26564,21.992775,18.957989,3.0347862,1.7271347,1.3076515,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222765480788864,4054222765480788864,265.10324040737686,-32.234230212119236,-1.4890462285537585,-1.9363213050062378,0.8271262746215726,1.3744199,20.048761,21.705097,18.359634,3.3454628,1.6563358,1.689127,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222765480789120,4054222765480789120,265.1033249794,-32.231947212010844,-0.533683480063186,-5.1841361113330064,-3.532489130954688,1.0642593,19.899038,21.466208,18.38524,3.080967,1.5671692,1.5137978,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222765480791168,4054222765480791168,265.10660992165907,-32.2334351110358,1.9366832086756287,-6.955536236997861,-9.639688727911793,1.1897804,20.540005,21.875607,18.969257,2.9063492,1.3356018,1.5707474,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807887488,4054222769807887488,265.1012802621695,-32.242676917355276,,,,,19.14823,20.368477,17.567362,2.801115,1.2202473,1.5808678,,,,,,,VARIABLE,0,false,false,false,true,false,false,false,,,,,,,
Gaia DR3 4054222769807895808,4054222769807895808,265.10159156200115,-32.24092661718926,-0.7523113217074051,-0.5628985642113005,-2.144969417414705,1.1057773,19.765451,22.158844,18.324259,3.8345852,2.3933926,1.4411926,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807899776,4054222769807899776,265.1042088920913,-32.23795538337241,1.4445442564462143,0.6016074827809879,-1.244685704942945,0.9706843,20.106848,21.465878,18.495007,2.970871,1.3590298,1.6118412,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807907968,4054222769807907968,265.098653651582,-32.24053586301456,1.1097932398027908,-2.8402155628618155,-4.547938171732176,1.0616504,19.742817,21.608797,18.58943,3.0193672,1.8659801,1.1533871,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807908480,4054222769807908480,265.10241254008633,-32.237456723993745,,,,,20.79301,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807910144,4054222769807910144,265.09933583773574,-32.23925514725251,0.558061815824201,-0.6881693636521931,-1.0934796507552969,1.0462533,19.56644,21.262676,18.339563,2.9231129,1.6962357,1.2268772,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807910272,4054222769807910272,265.09757608265613,-32.24068602867601,0.9098671349544825,-0.2809230652839293,-1.6807038129993146,1.0925556,20.191412,21.566233,18.9112,2.655033,1.3748207,1.2802124,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807916928,4054222769807916928,265.0970938145581,-32.23835728545683,-0.7605256595547758,3.153230692208904,1.192551897261179,1.1537176,20.636166,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807917056,4054222769807917056,265.09779448247906,-32.23884009579869,-0.30881745024814417,0.8639171210606338,-7.657871633575951,1.1004385,19.364525,,,,,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807931264,4054222769807931264,265.1056315116299,-32.23047356966999,0.5612168814414511,-0.83274379877925,-2.071104096014674,1.1110243,19.90869,21.365202,18.308311,3.0568905,1.4565125,1.600378,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807939072,4054222769807939072,265.0957418826644,-32.236618962048304,0.18492153407034895,-7.685364638768478,-6.458879588056137,1.0255212,19.52,21.179415,18.154951,3.0244637,1.6594143,1.3650494,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4054222769807942912,4054222769807942912,265.1002396984401,-32.23161409466805,0.019958525584995158,-6.367669867362966,-4.506552694965154,1.1596726,19.837074,21.422594,18.142618,3.279976,1.5855198,1.6944561,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
