source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,has_epoch_photometry,teff_gspphot,mh_gspphot
6083693017255776512,201.28054268448807,-47.483624114744565,0.4748542578382478,-2.271836525477779,-4.672568308950888,2.878425,19.79099,19.776903,18.741232,1.0356712,-0.014087677,1.0497589,,false,,
6083693017255783808,201.2921697357057,-47.480208414849194,0.41298313079643956,-4.239759551552889,-6.0280169688015155,1.0740396,20.190388,,,,,,,false,,
6083693017255783936,201.29180515159385,-47.48046200558145,-0.33976134358433313,-2.8880946367326192,-7.471057887430597,1.1024379,19.574722,19.711382,18.64999,1.0613918,0.13665962,0.9247322,,false,,
6083693017255784704,201.28468696587473,-47.4802196710759,-0.18187321082357638,-2.866995625102546,-7.0604827756144495,0.9647575,19.359364,19.767397,18.819159,0.9482384,0.40803337,0.540205,,false,,
6083693017255787392,201.28327906220318,-47.47922601367858,-0.027228656242403476,-2.191934917941203,-7.105828452775482,0.9835917,19.99067,20.475914,19.653849,0.82206535,0.48524475,0.3368206,,false,,
6083693017255787648,201.27832142521405,-47.478846924723214,-0.24279821273817428,-3.871870867371408,-6.2763927621334155,0.9512169,18.861856,19.260971,18.402033,0.8589382,0.3991146,0.4598236,,false,5411.1665,-1.8697
6083693017255792896,201.2943621276413,-47.47706245209751,0.3282152015260496,-3.4322145892814726,-6.997783959249588,1.013044,19.087603,19.454142,18.565014,0.88912773,0.366539,0.52258873,,false,,
6083693017255793152,201.29597448056168,-47.47692407438463,0.5021773690728735,-3.0701188105319632,-6.887324817827146,1.0744194,20.011774,20.47978,19.470186,1.009594,0.46800613,0.5415878,,false,,
6083693017255794816,201.282983081379,-47.475700274513585,0.6193703074064543,-5.57478161632643,-3.908058425094064,0.86628807,19.914845,,,,,,,false,,
6083693017255796480,201.28617609007364,-47.475526933645284,0.5465931472833413,-4.478913399805763,-6.458100285808199,0.94091547,19.787142,20.386395,19.264475,1.1219196,0.5992527,0.52266693,,false,,
6083693017255798656,201.28962246686024,-47.47453606324652,0.21372219578671037,-2.8990491650238566,-6.857046403141766,1.1655388,19.00834,19.39297,18.407383,0.98558617,0.3846283,0.6009579,,false,,
6083693017255799168,201.28712740415946,-47.47434349485515,-0.17105487053083823,-3.330551860656418,-6.889997875518366,1.0010053,18.825138,19.237782,18.396564,0.84121704,0.41264343,0.4285736,,false,5388.5986,-1.6193
6083693017255799552,201.29673225459047,-47.474464426522914,0.5032121534842598,-6.550091946593668,-0.9997755486233423,4.067335,17.682415,17.738066,16.773949,0.96411705,0.05565071,0.90846634,,false,,
6083693017255799680,201.2961952182664,-47.47447314151122,-0.38619717856616365,-3.1831496948566453,-7.125515286583934,0.9934192,19.943405,,,,,,,false,,
6083693017255804032,201.29467048065297,-47.472358337633665,0.02060250654710489,-3.669955102430151,-6.169956040266598,1.128842,19.670809,19.968863,18.814156,1.154707,0.29805374,0.8566532,,false,,
6083693017255808384,201.29255377249902,-47.47020273921082,0.03216573437283027,-3.050334011939315,-7.072741364235995,1.8056428,18.51391,18.581161,17.694944,0.8862171,0.067251205,0.8189659,,false,,
6083693017255808768,201.29183991150134,-47.470282457368015,0.3189370570993557,-2.934174538285414,-6.544049760951875,1.1330811,19.831944,,,,,,,false,,
6083693017256787840,201.28423853441552,-47.48441909917913,0.47283262954683536,-4.456803740673719,-6.872128579951678,1.0568994,20.103827,20.647583,19.498251,1.149332,0.5437565,0.60557556,,false,,
6083693017256798464,201.27644945874076,-47.47963938883907,0.04012678142292947,-3.3933985267596762,-7.441830682726994,1.004694,20.079554,20.702448,19.710924,0.99152374,0.6228943,0.36862946,,false,,
6083693017257545856,201.28227623199928,-47.49025081344042,0.12413987863583806,-4.097576921407172,-6.596753965635852,0.9586047,20.700628,21.6456,20.202766,1.442833,0.9449711,0.49786186,,false,,
6083693017257560064,201.28413900415157,-47.487983377509764,0.13147013695284324,-4.407570270034083,-5.84606612599368,0.98524636,20.582163,21.024097,19.959044,1.0650539,0.4419346,0.62311935,,false,,
6083693017257561600,201.27651057226043,-47.48063395133471,,,,,20.90225,,,,,,,false,,
6083511391692502912,201.91851478826422,-47.64138628879487,-3.5499622638479265,-0.8065075532467898,-3.5895600012107485,1.1537081,20.816887,21.44981,19.716286,1.7335243,0.6329231,1.1006012,,false,,
6083511391692503680,201.91139247372922,-47.641989300214526,,,,,20.652954,,,,,,,false,,
6083511391692503808,201.91127459634234,-47.64162152409188,1.0154219230796129,-4.965324945690863,-6.2712397847918036,0.9707659,20.299028,20.151993,19.33236,0.8196335,-0.1470356,0.9666691,,false,,
6083511391692504192,201.90587756333179,-47.64495940115328,,,,,20.753147,20.891138,20.014393,0.8767452,0.13799095,0.7387543,,false,,
6083511391692504704,201.90399992524388,-47.645451586732406,,,,,21.031149,,,,,,,false,,
6083511391693123712,201.90207235755207,-47.647568395844786,,,,,20.569447,21.085983,19.858967,1.2270164,0.5165367,0.71047974,,false,,
6083511391693124608,201.91281364059202,-47.64118204481658,,,,,20.829273,,,,,,,false,,
6083511391693124864,201.90586014062094,-47.64372774267687,-0.6118912028595689,-3.4693999157981326,-7.79771517717156,0.98612475,20.599827,,,,,,,false,,
6083511391693126656,201.91327548473404,-47.637110901578794,-0.94244531087349,-8.331481853469993,-8.324420321482505,1.0644634,20.698214,21.497957,19.46188,2.0360775,0.79974365,1.2363338,,false,,
6083511391693130496,201.91436536761032,-47.62989016289512,,,,,20.763605,,20.319305,,,0.4442997,,false,,
6083511391693280128,201.9070726139581,-47.64914939238895,,,,,21.006159,21.496994,23.07017,-1.5731754,0.4908352,-2.0640106,,false,,
6083511391693282432,201.92172922768847,-47.637676812102825,,,,,20.950462,20.991558,20.324873,0.6666851,0.041095734,0.6255894,,false,,
6083511391693283200,201.9127515432014,-47.64066862308743,,,,,20.814554,,,,,,,false,,
6083511391693287296,201.91367907350397,-47.63046707155748,,,,,20.631338,,,,,,,false,,
6083511391693429760,201.9113262554005,-47.638683200386836,,,,,,,,,,,,false,,
6083511391693535104,201.9190221927534,-47.63989924736602,,,,,21.019846,,,,,,,false,,
6083511391695373440,201.90561582425906,-47.648376637248354,-0.06867737364881,-4.071507805668503,-7.032438930978597,1.001807,17.805248,18.112406,17.247221,0.8651848,0.30715752,0.55802727,,false,5526.3765,-3.6707
6083511391695377408,201.90353604021342,-47.64612824676453,0.1402095715538793,-3.3967090311710972,-6.6334180440519415,1.0132265,18.014227,18.270948,17.432562,0.83838654,0.2567215,0.58166504,,false,5687.107,-3.3741
6083511391695381248,201.91361184672212,-47.644945320052585,0.24487281314358444,-2.6732515686743605,-6.797004461602611,1.0338533,15.063926,15.11763,14.963698,0.15393162,0.05370426,0.100227356,,false,,
6083713049009123200,201.494713088415,-47.463817136887315,0.07926356182138239,-2.792463518809069,-6.722938483090953,1.2716088,18.80434,18.539707,17.861248,0.67845917,-0.26463318,0.94309235,,false,,
6083713049009126144,201.4965532075502,-47.46365021251545,0.18978456644546576,-3.4325054403448645,-6.621971469671498,1.255971,17.007797,17.11015,16.187794,0.92235565,0.10235214,0.8200035,,false,5963.9,-4.1255
6083713049009133184,201.4937356602537,-47.463283065569414,0.8552011267937201,-2.850576026436996,-5.619845332651144,1.0299275,18.72948,18.88147,18.01943,0.86203957,0.15198898,0.7100506,,false,,
6083713049009138176,201.49660366942757,-47.46300428435235,0.258255276487922,-3.575925018193348,-7.300260956551369,1.278529,17.543282,17.662907,16.823828,0.8390789,0.11962509,0.7194538,,false,,
6083713049009141504,201.49594290076453,-47.4615176419064,,,,,18.43047,17.866787,17.155828,0.7109585,-0.56368256,1.274641,,false,,
6083713049009141632,201.49393425378506,-47.46192188349344,,,,,19.399446,,,,,,,false,,
6083713049009141760,201.49484759149826,-47.46190657367593,0.30589131462992014,-3.938131815184641,-6.8323293313570765,1.0728219,17.30888,16.73216,15.442,1.2901602,-0.5767193,1.8668795,,false,,
6083713049009145984,201.4965690680995,-47.462262098022684,-1.043767133222446,-2.863974169100103,-6.563284921569004,1.1052761,18.351818,18.143688,17.277851,0.8658371,-0.20812988,1.073967,,false,,
6083713049009146112,201.49703805677757,-47.462447370507476,-0.9257775362562346,-3.061499621237802,-6.899617407331726,1.1768534,18.674187,,,,,,,false,,
6083713049009155328,201.49893743510953,-47.46180558477468,,,,,19.802973,,,,,,,false,,
6083713049009155456,201.4983836756385,-47.46188074460897,1.9240913893377876,-6.0862516035321255,-5.72732662456529,1.1977321,18.745504,18.64617,17.840302,0.80586815,-0.09933472,0.90520287,,false,,
6083713049009164544,201.4921404575847,-47.460855002753604,,,,,19.140575,,,,,,,false,,
6083713049009164672,201.49178780086666,-47.461164397036804,-1.45920227432899,-2.101969046144383,-6.777388893225952,1.3337212,19.303436,,,,,,,false,,
6083713049009166848,201.4950519625349,-47.46069817750752,0.21893721462346932,-2.9726881321436753,-6.671333397571553,1.3229901,18.619036,18.101852,17.273808,0.8280449,-0.5171833,1.3452282,,false,,
6083713049009170688,201.49927297617418,-47.46078893532952,-0.27983381852756795,-3.278635845588611,-7.037509540391278,4.0946517,16.461393,16.618505,15.608561,1.0099449,0.15711212,0.8528328,,false,,
6083713049009170816,201.4994887990278,-47.461008399211686,,,,,18.30425,,,,,,,false,,
6083713049009170944,201.49155457628993,-47.46051597611373,0.28953269510468144,-2.874509894893514,-6.655041194205599,1.1387508,17.783012,17.796444,17.063166,0.7332783,0.013431549,0.7198467,,false,5725.626,-3.8658
6083713049009171072,201.49116767695583,-47.46086318480639,-0.05749107587975388,-4.273913361634873,-6.824186722430017,0.97856605,18.335085,,,,,,,false,,
6083713049009174528,201.49709079063118,-47.460394813888485,0.17981858664330155,-3.603020904761533,-6.227024761000257,1.1009622,17.127491,17.245825,15.970155,1.27567,0.11833382,1.1573362,,false,,
6083713049009174656,201.49755459366645,-47.46067825933816,-0.45603443450044534,-1.644573305270056,-6.567335641656209,0.92299455,18.832302,,,,,,,false,,
6083713049009177088,201.4889482523196,-47.460273982070056,0.5475689036420854,-2.5141373252655237,-6.840481512726225,0.90343785,18.125937,18.347185,17.591457,0.75572777,0.22124863,0.53447914,,false,5731.2017,-3.4021
6083713049009177856,201.48973913399624,-47.45982158668763,0.09434605057729961,-2.774862485599999,-7.673281814239161,0.9373283,18.287977,18.115461,17.334417,0.781044,-0.17251587,0.9535599,,false,,
6083713049009177984,201.4900617000308,-47.45998866272132,,,,,19.366467,,,,,,,false,,
6083713049009178112,201.49032399140543,-47.46024308467038,,,,,19.322416,,,,,,,false,,
6083713049009179392,201.4978098617599,-47.460227177575206,0.27444079283416734,-3.4684814527282133,-6.511741851791587,1.0741141,16.813505,16.92709,15.937154,0.9899359,0.11358452,0.87635136,,false,5633.0967,-3.8316
6083713049009183232,201.49467099500575,-47.45989581184092,-1.39303085270081,-13.10666622311508,-2.7088172396690373,2.9230802,18.329885,18.305689,16.974157,1.3315315,-0.024196625,1.3557281,,false,,
6083713049009185152,201.4920559511594,-47.45977283428437,,,,,18.873121,19.111998,18.520382,0.5916157,0.23887634,0.35273933,,false,,
6083713049009185408,201.4956020452173,-47.45983135201118,-0.116100500099035,-3.7091171673029066,-6.253572151786058,1.3832701,18.54564,,,,,,,false,,
6083713049009186304,201.49078969227827,-47.45962705276967,0.3587052505751226,-2.623687117933799,-6.821574106430206,1.0550114,18.502424,18.613726,17.63688,0.9768448,0.11130142,0.86554337,,false,,
6083713049009195520,201.48790566462097,-47.45899311258186,-0.22870608529663156,-3.1742174675178543,-6.414119145907592,1.1896892,17.061707,17.359129,16.337036,1.0220928,0.2974224,0.7246704,,false,5151.6797,-3.9021
6083713049009198080,201.49539663096934,-47.45900161162004,-4.988373853049685,-2.0287745268004658,-7.270441076307895,3.9601367,18.279642,18.21509,17.259586,0.95550346,-0.06455231,1.0200558,,false,,
6083713049009206016,201.50163557890394,-47.458042551580725,,,,,18.201345,,,,,,,false,,
6083713049009206144,201.5013319379978,-47.458056012509346,,,,,17.506552,17.203508,16.339176,0.8643322,-0.30304337,1.1673756,,false,,
6083713049009206272,201.50248471395534,-47.45840415121704,-4.690358675159557,2.100736092564948,-6.5285297167330505,1.7260017,19.233936,,,,,,,false,,
6083713049009211904,201.496013335007,-47.458232746490424,,,,,18.95162,,,,,,,false,,
6083713049009212928,201.49773014367082,-47.45820001215902,1.9230547154649036,-4.732877618616808,-5.254111913096135,1.4720464,17.865211,17.58062,16.739769,0.84085083,-0.28459167,1.1254425,,false,,
6083693017257561728,201.27626695225084,-47.480541672178816,,,,,20.718882,21.017342,19.566229,1.4511127,0.29846,1.1526527,,false,,
6083693017257564160,201.28241058581747,-47.48439937827105,,,,,20.740582,21.489365,20.340734,1.1486301,0.7487831,0.39984703,,false,,
6083693017257586048,201.2887576660995,-47.48364627494788,0.6805134262251236,-4.282742229381286,-5.976692535786721,0.9928259,20.58982,21.382387,20.367556,1.0148315,0.7925663,0.22226524,,false,,
6083693017257589760,201.29161387088774,-47.48527311232202,-0.10641119206542943,-5.995634989557506,-1.769467306216069,0.977876,20.095772,20.55953,19.707928,0.85160255,0.46375847,0.3878441,,false,,
6083693017257590400,201.28489967956972,-47.479271611077884,0.5381866262709981,-3.8979537367546397,-6.562949964441188,0.9777151,20.664387,21.616877,20.397108,1.2197685,0.95248985,0.26727867,,false,,
6083693017257600896,201.28443096659936,-47.47591607878187,0.3213406139549665,-3.578267155458687,-7.5003390544163935,1.0259861,20.235125,20.943138,19.943575,0.9995632,0.70801353,0.29154968,,false,,
6083693017257606144,201.28731296031359,-47.477050207500746,,,,,20.91731,21.154228,20.03084,1.1233883,0.2369175,0.8864708,,false,,
6083693017257617024,201.29678903908632,-47.481669976525914,,,,,20.627361,,,,,,,false,,
6083693017257628928,201.2926278352943,-47.47482314093198,-2.8489337728141293,-1.9192578102316986,-13.088721144817544,0.9580355,20.626219,20.754776,19.77397,0.98080635,0.1285572,0.85224915,,false,,
6083693017257631744,201.29947778546332,-47.480022814643775,-0.5180492015573157,-3.2764170094817557,-6.877431954574398,0.9901668,20.018902,20.548882,19.55413,0.994751,0.5299797,0.46477127,,false,,
6083693017257635456,201.29711571120893,-47.47647821691286,0.179966502925346,-2.020022560979398,-7.15213692126776,1.0074826,19.903402,20.068096,19.034147,1.0339489,0.16469383,0.86925507,,false,,
6083693017257635584,201.29665650232215,-47.4767433539113,-3.071618993027172,-3.7659183552301796,-5.4843484303423455,1.0928841,20.126312,,,,,,,false,,
6083693017257637248,201.2935007552348,-47.47343366165786,1.6294814831653601,-4.291305902817287,-6.190111700205483,1.0091017,20.285126,20.876604,19.745348,1.1312561,0.59147835,0.53977776,,false,,
6083693017257640192,201.29815063505393,-47.47608365688804,0.033085464461784016,-3.5183100294198955,-6.7281261895215145,1.0211786,19.988077,20.352129,19.790619,0.5615101,0.36405182,0.19745827,,false,,
6083693017291157376,201.2802407595368,-47.48849091528117,-0.3352847385752589,-3.6895487511265697,-7.888057276090988,1.3509716,18.793005,19.07386,18.197704,0.87615585,0.28085518,0.5953007,,false,5336.5796,-2.1791
6083693017291160704,201.2789974154628,-47.483942024940205,0.25938873082604263,-3.965730247172578,-6.224270902882502,0.99342585,18.142853,18.498304,17.696703,0.8016014,0.35545158,0.44614983,,false,5664.9985,-1.5513
6083511391695382272,201.90913530793304,-47.64459730863782,-0.5288068328662379,-3.6791683903360033,-6.985900443134534,0.92692035,20.280964,20.455042,19.749723,0.70531845,0.17407799,0.53124046,,false,,
6083511391695384832,201.9003321874125,-47.64370402430437,0.30368986722357255,-3.3388947530790913,-6.430667842134881,0.9654251,17.58718,17.940523,17.039663,0.90085983,0.35334396,0.54751587,,false,5396.7695,-2.5083
6083511391695387392,201.90380870882393,-47.64284635315328,-0.6422067242480524,-1.3395747831935643,-8.25007151347821,1.076001,19.805576,,,,,,,false,,
6083511391695387648,201.90659013487385,-47.6423948133281,0.1215740840134091,-3.5435521879479075,-5.379494676872592,1.067274,19.347328,19.271044,18.24018,1.0308647,-0.07628441,1.1071491,,false,,
6083511391695387776,201.90654893310597,-47.64283757609017,-0.21379189543898125,-4.105354183612313,-7.391592548961574,1.0446959,19.438042,19.918219,18.635128,1.2830906,0.48017693,0.80291367,,false,,
6083511391695390208,201.90938988664607,-47.641483937918885,0.1443626293489665,-3.544869131742659,-7.216368922225877,0.91223663,14.955892,15.026701,14.841976,0.18472481,0.070809364,0.11391544,,false,,
6083511391695401728,201.90532132906768,-47.637451077486986,-0.22285176619920102,-3.6238830315693553,-7.92353390055579,1.0320348,18.802517,18.764708,17.840296,0.9244118,-0.037809372,0.96222115,,false,,
6083511391695401856,201.91498389751746,-47.63751142431364,0.2121300330633612,-3.0569225695476128,-6.341504968613059,0.9443779,16.538532,16.895256,15.8687525,1.0265036,0.3567238,0.6697798,,false,5409.863,-2.1102
6083511391695406336,201.91973372067125,-47.63601168761067,0.4138524968695273,-3.6989104373661807,-7.055331901288005,1.0326589,19.983038,20.532747,19.582212,0.9505348,0.5497093,0.4008255,,false,,
6083511391695408128,201.9176014650293,-47.63544373478952,,,,,17.949955,17.871832,17.079988,0.7918434,-0.07812309,0.8699665,,false,,
6083713049009214208,201.50395261567294,-47.45829523510049,,,,,18.87092,,,,,,,false,,
6083713049009214336,201.50473261587166,-47.45807977708305,-0.4326647994263742,-3.5997454500317767,-8.633988462095605,2.1827435,18.10566,17.796263,16.921265,0.8749981,-0.30939674,1.1843948,,false,,
6083713049009224832,201.50691424052442,-47.457151277045575,0.9825194475506299,-4.413244519258526,-7.203980419177019,2.1057663,17.24347,17.290714,16.327362,0.9633522,0.047245026,0.9161072,,false,,
6083713049009226240,201.4919141599371,-47.456867331918076,,,,,19.42973,,,,,,,false,,
6083713049009226368,201.49246761135058,-47.457218712711246,0.9084734154233911,-3.303634422561414,-6.802206927024116,1.4487607,18.571236,18.429722,17.365545,1.0641766,-0.14151382,1.2056904,,false,,
6083511391695409024,201.90627080265313,-47.63511737707314,,,,,19.86391,,,,,,,false,,
6083693017291162368,201.29697478122057,-47.48216879896408,-0.05730032133098723,-3.5043752293172656,-6.456175527118967,1.083185,18.66379,18.98391,18.151968,0.8319416,0.32011986,0.51182175,,false,5598.5923,-2.43
6083693017291163136,201.29686095340847,-47.480934839450704,-0.36245989657186956,-3.1676117515737823,-6.659719449778994,1.1856413,17.825972,18.146372,17.291328,0.8550434,0.32040024,0.5346432,,false,5564.0117,-3.9523
6083693017291165184,201.294425944445,-47.47829544508369,0.17462749357703017,-3.9546352101022118,-6.9929934354494065,1.017272,16.31043,16.784018,15.675258,1.1087599,0.47358704,0.63517284,,false,4966.26,-1.5759
6083693017291165312,201.28585842038234,-47.47792930091212,-0.09162522502357914,-2.663497744552001,-7.38545934319918,1.0282464,19.494661,19.620556,18.584187,1.0363693,0.12589455,0.9104748,,false,,
6083693017291166720,201.29289303566836,-47.476160482191645,0.572368788679377,-3.956440471695595,-6.8514519328039345,1.0193067,19.620184,20.015718,19.111164,0.90455437,0.39553452,0.50901985,,false,,
6083693017291166976,201.2824141262829,-47.47582802873546,0.44402534897900264,-2.3530021056695603,-6.492837806313658,0.94820374,18.899956,19.13511,18.169722,0.96538925,0.2351551,0.73023415,,false,5389.9863,-3.6083
6083693017291167488,201.29147820737137,-47.47544412238534,,,,,19.108648,19.061213,18.133244,0.927969,-0.04743576,0.97540474,,false,,
6083713049009229824,201.5041241086333,-47.45730087735663,0.1759049434419992,-3.7931847511100605,-6.156395214170784,0.972397,18.0743,18.171278,17.33491,0.83636856,0.096977234,0.7393913,,false,,
6083713049009229952,201.50820352620465,-47.45735154686213,,,,,18.58977,,,,,,,false,,
6083713049009231488,201.49402733542954,-47.45701595196709,-0.06784144156054207,-3.4446490370026943,-6.4652309870860485,1.040713,17.956549,18.147758,17.259724,0.8880348,0.1912098,0.696825,,false,5287.059,-3.9324
6083713049009232000,201.50530975302635,-47.45722726526161,,,,,19.316914,18.462894,17.36866,1.0942345,-0.85401917,1.9482536,,false,,
6083713049009235200,201.4869843977494,-47.45668480824254,0.3559598048370188,-3.5206399431579576,-6.643730878073262,1.1890641,18.287718,,,,,,,false,,
6083693017291168768,201.29668796139887,-47.47318547887035,0.2869719082354579,-3.589802946518536,-6.159232495120153,1.1111417,17.945848,18.220526,17.3829,0.8376255,0.27467728,0.5629482,,false,5618.717,-3.5701
6083693017291169920,201.2948510808208,-47.471641195782475,0.3450435706750593,-3.9041129209170666,-6.243176279073708,0.92408854,18.122585,18.42657,17.668083,0.7584877,0.3039856,0.4545021,,false,5727.657,-3.1135
6083693017291170688,201.29194788550566,-47.4705958145561,,,,,20.178654,,,,,,,false,,
6083693017291172096,201.29291072720935,-47.46896195647065,-0.17438313763720603,-3.6507789719930654,-6.6210213374784725,1.0304697,18.48386,18.825686,18.027828,0.7978573,0.3418255,0.4560318,,false,5585.125,-1.9536
6083713049009237248,201.50138040661895,-47.45712403784538,0.2580244185376425,-2.4528592842982575,-5.961579974404091,1.2213136,17.427858,17.32562,16.410404,0.91521645,-0.1022377,1.0174541,,false,,
6083713049009237376,201.50183446647196,-47.45756467109504,-2.990945075676839,-1.667722698429448,-7.561858389079536,1.0470288,18.919214,,,,,,,false,,
6083713049009237504,201.5012481523023,-47.45749956218755,,,,,18.941498,,,,,,,false,,
6083713049009237760,201.50061427179082,-47.45747615191385,,,,,19.287855,,,,,,,false,,
6083713049009238016,201.50596393665134,-47.456855427422475,,,,,18.154795,17.873129,17.029772,0.8433571,-0.2816658,1.1250229,,false,,
6083713049009238784,201.49699898200228,-47.4560583566886,,,,,19.331896,,,,,,,false,,
6083713049009241728,201.48961705036277,-47.456355078560065,-8.636211674009038,-1.9630306941001716,-5.116526936151479,2.3917038,18.784615,,,,,,,false,,
6083713049009243136,201.5020839041726,-47.45655157571902,0.006270667607284897,-2.978149067833792,-6.322312318452781,1.0328108,18.116886,18.354767,17.425812,0.9289551,0.2378807,0.6910744,,false,,
6083713049009244928,201.49226406685312,-47.45626348464389,0.5979908860107584,-2.209497141557047,-7.041440844537522,0.88311005,17.74545,17.901217,17.104305,0.79691124,0.15576744,0.6411438,,false,5611.0137,-3.9736
6083713049009245440,201.4982666754017,-47.45637262960759,,,,,19.404245,,,,,,,false,,
6083713049009247872,201.49427369275818,-47.45586118118305,,,,,18.558195,,,,,,,false,,
6083713049009248000,201.49375148031552,-47.455786304272635,,,,,18.646132,,,,,,,false,,
6083713049009248128,201.49458924508994,-47.45611062022818,-2.7812171011962716,-3.8811127250501185,-6.545131656288593,1.6279786,18.632381,,,,,,,false,,
6083713049009249792,201.5037369115825,-47.45614985630343,,,,,18.617651,,,,,,,false,,
6083511391695414528,201.91842567457184,-47.633613774186,-3.1656154255422524,-2.3537279047754884,-9.32059148478477,3.146083,18.73225,18.564587,17.736305,0.8282814,-0.16766357,0.995945,,false,,
6083511391696843776,201.90400167632058,-47.64246795238446,,,,,18.324402,,,,,,,false,,
6083511421747713664,201.9227037004085,-47.635738763390194,,,,,20.713089,,,,,,,false,,
6083511421747729280,201.92616768415863,-47.63210746796102,0.8893613276460965,-2.0020887143952355,1.170173989114872,0.9317543,17.982998,18.888174,17.08067,1.8075047,0.90517616,0.9023285,,false,4334.836,0.0373
6083511421747741440,201.9284488328674,-47.62979335724343,-0.18517988535276367,-3.0621435383267563,-6.967454536184355,1.6237812,18.864918,19.158653,18.273796,0.8848572,0.2937355,0.5911217,,false,5517.5034,-3.484
6083511421747766272,201.91872682574203,-47.626815502873924,0.1863088589974362,-3.5095069735283593,-6.5465052894081195,1.686777,16.96308,17.24427,16.26347,0.9808006,0.28119087,0.69960976,,false,5617.591,-4.0491
6083511421747768320,201.93460827056703,-47.625696830846124,-0.048802602720730864,-3.842221266910707,-7.032766790549954,1.0124667,17.66976,17.984669,17.058308,0.9263611,0.31490898,0.6114521,,false,5287.416,-3.3455
6083511421747778560,201.92381930058892,-47.62309212111911,-0.008796657079379988,-4.181941385913846,-7.134705337006478,1.0426955,18.342152,18.485641,17.708796,0.77684593,0.14348984,0.6333561,,false,5681.2466,-3.5192
6083511421747782656,201.93546389168299,-47.62277390548811,0.2255121379062397,-3.9416424610312686,-7.121287117939197,1.0465337,18.444569,18.785358,17.904806,0.8805523,0.3407898,0.5397625,,false,5400.6196,-2.2344
6083511421747789312,201.92873786750772,-47.62346505488058,,,,,20.026869,,,,,,,false,,
6083511421748353408,201.92982209224164,-47.633919301810124,,,,,20.950222,21.620619,20.108902,1.5117168,0.6703968,0.84132004,,false,,
6083511421753901824,201.9219638022067,-47.635355743142256,0.49659494101779017,-3.1433260802413185,-6.706521524630256,0.9957,18.291788,,,,,,,false,,
6083511421753948800,201.9302943345446,-47.62259416846929,-0.6835906676824767,-3.9552434795412417,-6.374608022909197,0.92885214,20.417255,21.136,19.660646,1.4753532,0.7187443,0.75660896,,false,,
6083511426041122304,201.92538210217896,-47.63725242178188,-0.41635739228622776,-3.119274279726522,-7.481012975366654,0.98671126,19.670876,20.203722,19.219625,0.9840965,0.53284645,0.45125008,,false,,
6083511426041134208,201.922588821053,-47.63702297367331,0.057739782600318285,-3.3135617192664197,-8.097253193645386,0.9782166,20.096601,,,,,,,false,,
6083511426041134336,201.9226788510181,-47.63656560278981,-0.13315921171447398,-3.5396173568303615,-7.438610946361817,0.99190414,19.159157,19.19103,18.079372,1.1116581,0.031873703,1.0797844,,false,,
6083511426041140992,201.92195365732672,-47.636140500404125,,,,,20.36533,,,,,,,false,,
6083511426041141120,201.92229488208068,-47.636135399047326,0.23151130430542172,-26.714681565955793,-1.2959831541110711,2.8792877,19.575026,,,,,,,false,,
6083511426041155840,201.92621570667407,-47.635347785360075,0.05641814125738641,-3.634515213590326,-7.532801360183392,1.0501398,19.398312,19.930473,19.013472,0.9170017,0.5321617,0.38484,,false,,
6083713049009249920,201.504120896218,-47.45616249904991,-0.25878289537765425,-3.028446070867704,-7.434865817792413,3.7410915,17.927006,17.681263,16.843569,0.83769417,-0.2457428,1.083437,,false,,
6083713049009254656,201.49558059707235,-47.455631509630514,0.09456563592438881,-4.104683194171054,-7.284557105133775,1.0183274,18.342396,18.20044,17.344162,0.85627747,-0.14195633,0.9982338,,false,,
6083713049009254784,201.49588808406298,-47.45573342789418,,,,,18.905943,,,,,,,false,,
6083713049009260416,201.5088976395198,-47.45556037900293,,,,,18.734478,18.327686,17.437391,0.890295,-0.4067917,1.2970867,,false,,
6083713049009260672,201.49392409096052,-47.45526696547937,,,,,18.00175,,,,,,,false,,
6083713049009261312,201.50677871142975,-47.45542925504647,-0.6748896399731075,-1.9687672181264813,-7.225675349460522,1.7918128,18.592766,17.991085,17.434227,0.55685806,-0.60168076,1.1585388,,false,,
6083713049009261440,201.4989705727407,-47.45537630149786,,,,,18.78461,,,,,,,false,,
6083713049009264128,201.49209580910943,-47.45463576718563,,,,,18.407997,,,,,,,false,,
6083713049009264256,201.4917623168162,-47.454621238170375,0.38564376462439864,-3.9905602059426597,-6.550236048884965,1.8478842,17.993258,17.681873,16.828629,0.8532448,-0.3113842,1.164629,,false,,
6083713049009264896,201.4893431280678,-47.45509312028621,,,,,18.62394,18.37444,17.392082,0.982357,-0.24950027,1.2318573,,false,,
6083713049009267328,201.48784533845122,-47.454883396569976,-0.7744717255806808,-2.585585874395396,-7.43524721326671,1.327891,18.174458,18.457014,17.51006,0.9469547,0.28255653,0.6643982,,false,5558.388,-3.9394
6083713049009271296,201.504891723881,-47.45479259768525,,,,,19.079187,,,,,,,false,,
6083713049009271680,201.50413875871587,-47.454822579369235,-0.07495998576633843,-3.199053411996692,-6.6195812811301025,1.0764773,18.289963,17.556597,16.840307,0.7162895,-0.733366,1.4496555,,false,,
6083713049009271808,201.50341860904388,-47.45471800899369,,,,,18.696781,,,,,,,false,,
